filename,subset,source_model,stall_score
e-j59PqJjSM_163_173.mp4,real,MSVD,0.6451318577819637
VxM96IYzw0Q_2_15.mp4,real,MSVD,0.10734047562985638
G_hxdUG6QXE_23_28.mp4,real,MSVD,0.7234076995526253
e3XkmpNcSt4_8_19.mp4,real,MSVD,0.020691076053684955
bqMmyY1ImkI_0_14.mp4,real,MSVD,0.1350512126206734
J_evFB7RIKA_104_120.mp4,real,MSVD,0.11360960678125737
d_BWuttLRFM_42_52.mp4,real,MSVD,0.16232046150223686
zSPBC8EO6dY_64_73.mp4,real,MSVD,0.05053567223922769
lfGlDg47How_110_115.mp4,real,MSVD,0.3003443607252178
Cxxx6wJ1jNo_0_10.mp4,real,MSVD,0.013995173063338827
jMO3jGQeqyk_3_6.mp4,real,MSVD,0.3942194490228396
m4D72WXFd8s_557_564.mp4,real,MSVD,0.07203614315987757
XNV7hKVu-Xg_40_47.mp4,real,MSVD,0.13664056981398634
PeUHy0A1GF0_74_77.mp4,real,MSVD,0.14941429244172358
ao-9B8IV9_E_77_81.mp4,real,MSVD,0.2314280668707323
WTf5EgVY5uU_76_83.mp4,real,MSVD,0.23282611255003532
UXs3eq68ZjE_508_513.mp4,real,MSVD,0.015054744525547444
1hPxGmTGarM_9_19.mp4,real,MSVD,0.035657522957381685
0hyZ__3YhZc_410_417.mp4,real,MSVD,0.22095008241111372
8sARjdhSvpo_167_176.mp4,real,MSVD,0.5811896632917354
WPG-BIWOrG4_683_689.mp4,real,MSVD,0.1265452083823876
4PayIIIOeIs_230_238.mp4,real,MSVD,0.3967506475158936
PAm82v0AMFc_5_10.mp4,real,MSVD,0.13221097245114197
n_Z0-giaspE_168_193.mp4,real,MSVD,0.5444872851424535
3lBHYoI5V8s_30_45.mp4,real,MSVD,0.09587650105957146
oBt257I-pL0_0_10.mp4,real,MSVD,0.27793148104544385
wFPmKChNrhU_3_11.mp4,real,MSVD,0.22845538026842477
WTx-K045yQM_85_98.mp4,real,MSVD,0.3287909112314575
SRzoLVNgHoI_56_66.mp4,real,MSVD,0.32539145279020487
LwvyrDxM2G0_0_11.mp4,real,MSVD,0.150532728985166
EA-J-Y6QjUo_40_61.mp4,real,MSVD,0.22764598540145983
1rECrfrdNTo_200_207.mp4,real,MSVD,0.12257181539910525
CGllPWAwmUo_1_15.mp4,real,MSVD,0.42000235460324936
-pUwIypksfE_13_23.mp4,real,MSVD,0.007667176830704027
xCFCXzDUGjY_5_9.mp4,real,MSVD,0.3292323993407111
nTasT5h0LEg_12_14.mp4,real,MSVD,0.4049476100777019
c_-eFL7Sfw4_19_35.mp4,real,MSVD,0.3526901342123852
qBFSt85-xqk_15_20.mp4,real,MSVD,0.26056628208146926
0hyZ__3YhZc_485_490.mp4,real,MSVD,0.09564104073463622
xy9LLUUZ6ic_50_60.mp4,real,MSVD,0.1712679538497763
e-j59PqJjSM_405_416.mp4,real,MSVD,0.5391305627501766
9Q0JfdP36kI_167_170.mp4,real,MSVD,0.46747704261831885
QHkvBU8diwU_1_18.mp4,real,MSVD,0.5303890981869555
4z3b4mnw5y4_56_60.mp4,real,MSVD,0.416676477513539
ACK7SekJWts_140_150.mp4,real,MSVD,0.4354250058865081
LYSPQqUvNO0_43_57.mp4,real,MSVD,0.393321756534024
30PpKtVT8Z4_35_50.mp4,real,MSVD,0.5272103838003297
6t0BpjwYKco_46_53.mp4,real,MSVD,0.302169178243466
HBCJYhUjVf0_0_9.mp4,real,MSVD,0.06632623028019778
Uc63MFVwfrs_360_372.mp4,real,MSVD,0.6242494702142689
rl1rVk_xIOs_1_16.mp4,real,MSVD,0.6490758182246292
PeUHy0A1GF0_105_112.mp4,real,MSVD,0.27042618318813283
Jfu-WkuCgD0_140_150.mp4,real,MSVD,0.4542912644219449
xxHx6s_DbUo_82_86.mp4,real,MSVD,0.14383682599481987
eZLxohGP4IE_190_201.mp4,real,MSVD,0.4462414645632211
UXs3eq68ZjE_255_260.mp4,real,MSVD,0.09558217565340241
4JVpbYmqfcI_5_19.mp4,real,MSVD,0.41036319755121264
xxHx6s_DbUo_240_248.mp4,real,MSVD,0.3516599952907935
jdAbpLooDgM_10_15.mp4,real,MSVD,0.4598245820579232
J7zb8YXrmIA_93_99.mp4,real,MSVD,0.3171650576877796
QT8iCDc7NGU_18_23.mp4,real,MSVD,0.31529609135860603
ceOXCFUmxzA_100_110.mp4,real,MSVD,0.7503384742170944
CgWYN5e9K10_30_62.mp4,real,MSVD,0.1186131386861314
ogcqFaNbah4_475_487.mp4,real,MSVD,0.45246644690369675
8MVo7fje_oE_180_185.mp4,real,MSVD,0.5095802919708029
6t0BpjwYKco_80_84.mp4,real,MSVD,0.19175300211914292
Jag7oTemldY_12_25.mp4,real,MSVD,0.11316811867200377
Jj4uYHr65H8_28_35.mp4,real,MSVD,0.10542736048975748
tZmDWltBziM_70_80.mp4,real,MSVD,0.14817812573581352
K6xy6C-Hsa0_2_28.mp4,real,MSVD,0.5167176830704027
SULWQEAErKw_13_26.mp4,real,MSVD,0.04058747351071344
z0zb--BOhDY_16_22.mp4,real,MSVD,0.7008035083588415
v-9Gx0gJmfo_91_99.mp4,real,MSVD,0.15970096538733225
PmrTDZy3f2M_35_39.mp4,real,MSVD,0.33585472097951496
8NFoN0K3bPg_20_28.mp4,real,MSVD,0.21203202260419118
PeUHy0A1GF0_68_73.mp4,real,MSVD,0.4014157052036732
8e0yXMa708Y_24_33.mp4,real,MSVD,0.3464357193312927
7uF-2adCsI0_60_67.mp4,real,MSVD,0.28278785024723335
BVjvRpmHg0w_231_250.mp4,real,MSVD,0.272251000706381
PTxHJMM6hHE_0_15.mp4,real,MSVD,0.132829055804097
0lh_UWF9ZP4_215_226.mp4,real,MSVD,0.4403843889804568
5L5MoemWC6g_10_13.mp4,real,MSVD,0.11452201554038144
UbmZAe5u5FI_132_141.mp4,real,MSVD,0.2418619025194255
a8PAY4rvzRM_1_10.mp4,real,MSVD,0.010654579703319992
VF1K_6ZSOAY_60_70.mp4,real,MSVD,0.48619613845067106
-YI0cxuNcq8_262_272.mp4,real,MSVD,0.6615257829055805
ZDoy9S82ETA_5_15.mp4,real,MSVD,0.1659700965387332
qypmR4O1Gwk_0_10.mp4,real,MSVD,0.07617141511655286
sWqi41wyXcQ_68_79.mp4,real,MSVD,0.31082234518483637
r4qv_BNlQNk_93_98.mp4,real,MSVD,0.615287261596421
vulNlhUI6m0_7_27.mp4,real,MSVD,0.3724688015069461
4PcL6-mjRNk_47_55.mp4,real,MSVD,0.141599952907935
6t0BpjwYKco_105_110.mp4,real,MSVD,0.2176389215917118
Ms3QdGIzltU_10_20.mp4,real,MSVD,0.017365198963974572
7HcYJKMxpcg_20_28.mp4,real,MSVD,0.20830880621615258
jbzaMtPYtl8_48_58.mp4,real,MSVD,0.4461973157522957
R3a9r8qFlhQ_0_12.mp4,real,MSVD,0.6894131151400988
clKtfGBVI1I_15_28.mp4,real,MSVD,0.07701024252413469
nrZyPuRd5pU_85_92.mp4,real,MSVD,0.12539733929832822
ao-9B8IV9_E_87_95.mp4,real,MSVD,0.3060248410642807
d1zdJO3CqVw_1_35.mp4,real,MSVD,0.8121468095125972
0lh_UWF9ZP4_62_69.mp4,real,MSVD,0.3397839651518719
8BL9qmFRbd4_6_13.mp4,real,MSVD,0.4090828820343772
fnpp8v9NbmY_181_188.mp4,real,MSVD,0.5089769248881564
Ne87egvJnWo_0_3.mp4,real,MSVD,0.520367318106899
ruNrdmjcNTc_0_5.mp4,real,MSVD,0.06042500588650812
778mkceE0UQ_40_46.mp4,real,MSVD,0.015157758417706616
NMlKMfiHSho_1_15.mp4,real,MSVD,0.03467153284671533
pQYEZTwSVbQ_12_18.mp4,real,MSVD,0.08373557805509771
6t0BpjwYKco_230_240.mp4,real,MSVD,0.3414321874264187
kWLNZzuo3do_206_213.mp4,real,MSVD,0.41714739816340946
aDjNl5gs4nM_18_47.mp4,real,MSVD,0.0726836590534495
SJZFNwfcSOw_3_18.mp4,real,MSVD,0.4807069696256181
rnawC5C8gSI_82_90.mp4,real,MSVD,0.5649870496821285
buJ5HDCinrM_150_166.mp4,real,MSVD,0.6065457970331999
9OxQ-2gR1DU_18_38.mp4,real,MSVD,0.7471303272898516
UbmZAe5u5FI_88_98.mp4,real,MSVD,0.18373263480103602
v-9Gx0gJmfo_26_32.mp4,real,MSVD,0.11968742641864846
dJCtOz32dnw_40_60.mp4,real,MSVD,0.14554391335060043
me1D1WZ0yNM_120_124.mp4,real,MSVD,0.6823934542029668
_O9kWD8nuRU_45_49.mp4,real,MSVD,0.43246703555450905
POv7JaE3vJ8_40_50.mp4,real,MSVD,0.16380680480339063
ao-9B8IV9_E_175_187.mp4,real,MSVD,0.3742494702142689
YmXCfQm0_CA_109_120.mp4,real,MSVD,0.015363786202024958
Ixw6wmoC_xg_60_70.mp4,real,MSVD,0.5755680480339063
0lh_UWF9ZP4_199_207.mp4,real,MSVD,0.2423475394396044
hXn7D6-AAMA_0_9.mp4,real,MSVD,0.035333765010595715
2MCpA01Sn_c_75_82.mp4,real,MSVD,0.29681245585118904
btxCxlO1Euc_1_20.mp4,real,MSVD,0.059012243936896636
MrMG15y3rWU_5_13.mp4,real,MSVD,0.05917412291028962
UXs3eq68ZjE_280_285.mp4,real,MSVD,0.08684071109018131
D1tTBncIsm8_248_254.mp4,real,MSVD,0.021309159406639983
kWLNZzuo3do_17_23.mp4,real,MSVD,0.2289410171886037
Z8rTzW9Gb6Y_116_123.mp4,real,MSVD,0.45392335766423353
0lh_UWF9ZP4_138_145.mp4,real,MSVD,0.3313515422651283
uO7Eysrs8_k_80_90.mp4,real,MSVD,0.29213268189310104
6t0BpjwYKco_261_284.mp4,real,MSVD,0.076598186955498
GY5Dl00LrEI_2_13.mp4,real,MSVD,0.306848952201554
WEJfT-oB4v4_20_35.mp4,real,MSVD,0.023310572168589595
kWLNZzuo3do_262_270.mp4,real,MSVD,0.2118701436307982
dtwXtwJByYk_5_14.mp4,real,MSVD,0.1502531198493054
iLr7ZHAq1ro_7_11.mp4,real,MSVD,0.03484812809041676
QqYWLR47eLI_10_18.mp4,real,MSVD,0.03277313397692489
F2Ny7rq9RKs_139_148.mp4,real,MSVD,0.0691076053684954
EBWPZIjtnTM_1_6.mp4,real,MSVD,0.1622468801506946
tJHUH9tpqPg_113_118.mp4,real,MSVD,0.36774487873793266
IhwPQL9dFYc_24_30.mp4,real,MSVD,0.7354897574758653
c2MwqFYVE7A_40_45.mp4,real,MSVD,0.11868672003767364
IWhrWLOAin0_1_4.mp4,real,MSVD,0.4161319755121262
kWLNZzuo3do_48_53.mp4,real,MSVD,0.17419649164115847
bL_Kijz9IN4_0_15.mp4,real,MSVD,0.5973481280904167
WV9K6MbLjHA_106_116.mp4,real,MSVD,0.3153696727101483
5U3xz9Ovmhk_258_265.mp4,real,MSVD,0.07215387332234519
pzq5fPfsPZg_51_57.mp4,real,MSVD,0.9366023075111843
rw9h_574HxE_59_66.mp4,real,MSVD,0.14311572874970568
q8t7iSGAKik_57_74.mp4,real,MSVD,0.8541323287026136
6eokrw6_bjU_1_9.mp4,real,MSVD,0.59712738403579
s9TklvyLFyI_177_191.mp4,real,MSVD,0.324096421003061
L8h2DazQZJY_0_10.mp4,real,MSVD,0.18867730162467622
PHDmVhShE80_20_29.mp4,real,MSVD,0.38341770661643515
HqbVbPvlDoM_0_11.mp4,real,MSVD,0.19925829997645397
YwmUgVrUJ4I_0_15.mp4,real,MSVD,0.7071167883211679
OBLIjdMIIt8_54_61.mp4,real,MSVD,0.054097009653873325
R24RktgUi-s_24_28.mp4,real,MSVD,0.15546267953849777
ACOmKiJDkA4_47_54.mp4,real,MSVD,0.39519072286319756
WTf5EgVY5uU_218_236.mp4,real,MSVD,0.28350894749234756
2F9jX7u5nOg_83_97.mp4,real,MSVD,0.3052301624676242
8PQiaurIiDM_247_255.mp4,real,MSVD,0.5182628914527903
YXixZrSxefk_49_59.mp4,real,MSVD,0.5709324228867436
sm0OYD0NSbQ_51_59.mp4,real,MSVD,0.045355545090652226
c76tShLfQb0_74_81.mp4,real,MSVD,0.11278549564398399
_WRC7HXBJpU_395_401.mp4,real,MSVD,0.16978161054862254
BgoOihBb78w_38_40.mp4,real,MSVD,0.6444401930774665
Xp6rxW4hFFo_32_40.mp4,real,MSVD,0.41925182481751827
AysIdzGF-7M_6_14.mp4,real,MSVD,0.24356898987520603
02Z-kuB3IaM_2_13.mp4,real,MSVD,0.15518307040263715
Xh6rdpJNaf0_0_15.mp4,real,MSVD,0.02417883211678832
b71bI0rH1g8_75_90.mp4,real,MSVD,0.31509006357428776
3ytUOoa1SBE_12_23.mp4,real,MSVD,0.3254650341417471
DlOhXqKcLXk_7_14.mp4,real,MSVD,0.4006357428773252
9Q0JfdP36kI_23_28.mp4,real,MSVD,0.31251471627030847
Je3V7U5Ctj4_582_587.mp4,real,MSVD,0.08083647280433247
AJJ-iQkbRNE_97_109.mp4,real,MSVD,0.3704232399340711
oeaVXK2GAyc_4_21.mp4,real,MSVD,0.3717624205321403
dMH0bHeiRNg_3_14.mp4,real,MSVD,0.499220037673652
dJEoDaA6VXc_1_19.mp4,real,MSVD,0.24039027548858016
Els1Cclg_sk_4_15.mp4,real,MSVD,0.047739580880621614
2jkExrrm_sQ_19_25.mp4,real,MSVD,0.5305951259712738
9VG7Elw9TDA_85_91.mp4,real,MSVD,0.06054273604897575
R2DvpPTfl-E_20_25.mp4,real,MSVD,0.021662349894042855
yPNFVj-pISU_105_115.mp4,real,MSVD,0.37188015069460795
s8utHZYTNTs_35_42.mp4,real,MSVD,0.5008388274075818
g1Gldu1KS44_8_14.mp4,real,MSVD,0.006916647044972922
ZbtpcGi2DWY_56_62.mp4,real,MSVD,0.011449258299976454
kWLNZzuo3do_86_93.mp4,real,MSVD,0.6687220390864139
hFERWnoc-nU_0_12.mp4,real,MSVD,0.24789557334589124
nZSFn51l3hc_660_666.mp4,real,MSVD,0.09696550506239698
De815YpTBic_41_48.mp4,real,MSVD,0.03567223922769013
3_51FhosiVY_93_101.mp4,real,MSVD,0.12925300211914292
Uc63MFVwfrs_355_372.mp4,real,MSVD,0.41417471156110197
eyMYc-37Sk4_0_10.mp4,real,MSVD,0.12049682128561337
4yf2WP6K1gQ_28_32.mp4,real,MSVD,0.14283611961384507
h0JvF9vpqx8_213_223.mp4,real,MSVD,0.15609547916176125
05gNigkqfNU_25_34.mp4,real,MSVD,0.23943371791853071
nc8hwLaOyZU_1_19.mp4,real,MSVD,0.24512891452790203
BVilbVCo9sU_1_11.mp4,real,MSVD,0.01673239934071109
f9Won2JpOEU_60_80.mp4,real,MSVD,0.07886449258299977
pmEKZ6yVewc_0_10.mp4,real,MSVD,0.4275518012714858
xxHx6s_DbUo_32_36.mp4,real,MSVD,0.6212473510713445
aJoDt4DMkFU_118_124.mp4,real,MSVD,0.32077054391335064
04Gt01vatkk_248_265.mp4,real,MSVD,0.6892953849776313
nb12bAaKzvA_0_10.mp4,real,MSVD,0.009344831645867671
toE0QYZzJKE_1_8.mp4,real,MSVD,0.24393689663291734
ggic669elLM_200_215.mp4,real,MSVD,0.2252619496114905
HJHPB_Y8GZE_259_263.mp4,real,MSVD,0.3276136096067812
-7KMZQEsJW4_205_208.mp4,real,MSVD,0.6711355074170002
IhwPQL9dFYc_61_75.mp4,real,MSVD,0.33541323287026137
2R_OAYQIkXM_14_22.mp4,real,MSVD,0.061337414645632214
0hyZ__3YhZc_341_348.mp4,real,MSVD,0.09128502472333411
9Wr48VFhZH8_45_50.mp4,real,MSVD,0.0323610784082882
BefkDBj5gSw_233_240.mp4,real,MSVD,0.1945785260183659
pcjuCotJYj8_50_62.mp4,real,MSVD,0.24910230751118437
qPXynwa_2iM_15_25.mp4,real,MSVD,0.05383211678832117
qeKX-N1nKiM_0_5.mp4,real,MSVD,0.05430303743819166
EVqc7e8JCco_5_15.mp4,real,MSVD,0.05605427360489758
qzQzooI4BqU_5_15.mp4,real,MSVD,0.4687132093242289
992zi9V3oiQ_15_17.mp4,real,MSVD,0.42385801742406404
BOLKaQeB6j0_101_111.mp4,real,MSVD,0.4662114433717918
jDFn-1lXJ98_71_80.mp4,real,MSVD,0.033965151871909585
sTMlQSbAGfE_0_12.mp4,real,MSVD,0.12423475394396044
1sffYOXq4Iw_23_49.mp4,real,MSVD,0.25254591476336236
dabI5gfaFm4_19_25.mp4,real,MSVD,0.2506033670826466
auFXfsCzAvQ_1_15.mp4,real,MSVD,0.05231634094655051
0SMOK2ql7Pg_5_12.mp4,real,MSVD,0.18582234518483637
8MVo7fje_oE_85_90.mp4,real,MSVD,0.462547092064987
GopEjCCu2jo_2_9.mp4,real,MSVD,0.29311867200376734
ngHDYzhDBk4_5_14.mp4,real,MSVD,0.19265069460795853
nS6oQxX_Qi8_2_12.mp4,real,MSVD,0.3904226512832588
g9aZcaEg7iY_0_9.mp4,real,MSVD,0.694549093477749
Zg0p5TXi_Cc_30_46.mp4,real,MSVD,0.2394484341888392
p9g06ktIkJg_4_11.mp4,real,MSVD,0.03698198728514245
lb8J2zCQTlo_3_8.mp4,real,MSVD,0.3329703319990581
BvHnDAsMtUA_0_13.mp4,real,MSVD,0.11541970802919707
eb-Zp4pJLKk_2_19.mp4,real,MSVD,0.5278137508829762
qvg9eM4Hmzk_1_9.mp4,real,MSVD,0.03075700494466682
9uDPqigcnzw_36_46.mp4,real,MSVD,0.5282846715328466
_o1UXSxTjfo_68_80.mp4,real,MSVD,0.17310748763833295
GWQTAe64m-0_160_166.mp4,real,MSVD,0.33322050859430186
Sq7Vt6KC9Yg_17_35.mp4,real,MSVD,0.11066635271956676
MMnnqzOoMF0_68_72.mp4,real,MSVD,0.40840593360018834
dJ3ba9zwx6c_5_15.mp4,real,MSVD,0.2371232634801036
HkpUWzNNVt4_20_30.mp4,real,MSVD,0.20462973863903933
kEGmZDpZ_RE_295_330.mp4,real,MSVD,0.6459412526489287
4kQnrKvOTNg_15_24.mp4,real,MSVD,0.028299387803155166
4eJJF11bIxM_1_9.mp4,real,MSVD,0.5158935719331292
zulPFoY64wE_26_33.mp4,real,MSVD,0.13025370850011775
dZBIdRGKRhM_13_32.mp4,real,MSVD,0.4527460560395573
DvYN53KBDr0_51_62.mp4,real,MSVD,0.108400047092065
dq7agmFWkq0_5_9.mp4,real,MSVD,0.6522986814221804
j4dMnAPZu70_12_17.mp4,real,MSVD,0.2103985165999529
xlPyHMkpaQY_1_7.mp4,real,MSVD,0.26776253826230284
zTn-nNj5Bng_61_77.mp4,real,MSVD,0.21896338591947256
ht2oIYBSoI0_9_21.mp4,real,MSVD,0.4426065457970332
UXs3eq68ZjE_320_325.mp4,real,MSVD,0.15079762185071816
OO-5-eVEKPA_25_31.mp4,real,MSVD,0.1287967977395809
ry7AUQtuwdU_4_39.mp4,real,MSVD,0.06848952201554037
